,tweet_id,tweetText,polarity_value,polarity_type,topic,set
6123,ID:182050532880420864,"Matas condenado a 6 años de prisión por falsedad en documento oficial, prevaricación y tráfico de influencias",N,AGREEMENT,política,train
6124,ID:182051672921620480,"Jaume Matas, expresidente balear,  condenado a 6 años de prisión en el primer juicio del caso Palma Arena",N,AGREEMENT,política,train
6125,ID:182053880669011968,Buenos días a todos!!! Que tal estáis? Nosotros listos para entrenar esta tarde y viajar a Villareal! Un abrazo fuerte!!,P,AGREEMENT,fútbol,train
6127,ID:182055549393833984,¡Noticias descombacantes! está disponible! http://t.co/GtjLld7K,P,AGREEMENT,cine,train
6128,ID:182059263059951617,RT: “@publico_es: Asalto a la sede del Cobrador del Frac http://t.co/b3khr1TB”,N,AGREEMENT,otros,train
6129,ID:182062652082749440,"Aprobado presupuesto del #Congreso para 2012. 5,2% menos que en el 2011.",N,DISAGREEMENT,economía,train
6130,ID:182076787394752512,"La dama de hierro descubrió la ternura.(via@annabosch) Margaret Thatcher (86 años), ayer en el parque: http://t.co/gm2EEXqn",P,AGREEMENT,política,train
6133,ID:182117929733722112,"@javierarenas_pp #PROPONE: Reformar la Ley de Publicidad de la Junta para que sea un instrumento de información, y no de propaganda.",P,AGREEMENT,política,train
6134,ID:182118653821583360,@javierarenas_pp #PROPONE: Favorecer el desarrollo del sector audiovisual andaluz. #votaPP,P,AGREEMENT,política,train
6135,ID:182125162710310912,RT “@juliomuley: La Fiscalía descarta por el momento pedir el ingreso en prisión de #Matas. Creen que no existe riego de fuga”,N,DISAGREEMENT,política,train
6137,ID:182140642984607745,Aquí os dejo un video con algunas reacciones del público al salir de ver Grease!! Muchisimas gracias a todos!!! http://t.co/ytJUWcLn,P,AGREEMENT,música,train
6140,ID:182151667540701184,";-))“@marinapinau: @anapastor_tve en @ABC_Master respondiendo a todas nuestras preguntas sin dar rodeos, gracias! http://t.co/zeCUnWRO”",P,AGREEMENT,entretenimiento,train
6142,ID:182181516816814080,Muy recomendable! La justicia de los errantes. Jorge Díaz. Edit. Plaza y Janés http://t.co/32k5g75L,P,AGREEMENT,literatura,train
6143,ID:182181607376035840,Alemania pondrá a trabajar a los prejubilados. ¿Os imaginais algo así en España? @TelediarioInter 20:30,N,AGREEMENT,política,train
6144,ID:182181980379680768,Un español se inventa una bombilla que no se funde. ¿Qué inventen ellos? @TelediarioInter 20:30,P,DISAGREEMENT,otros,train
6145,ID:182183585896333313,Dice Griñán que el PER ha permitido que los pueblos andaluces estén muy bonitos. (sic) @TelediarioInter 20:30,P,AGREEMENT,economía,train
6147,ID:182196231127306241,"Vamos a resar por toda la gente de Acapulco,MX! Una gente increible que abrieron sus brazos a nosotros. Nuestros pensamientos estan con Uds.",P,AGREEMENT,otros,train
6148,ID:182197505272987649,Como estan en D.F!!!! Muchas bendiciones a todos!!!!,P,AGREEMENT,otros,train
6150,ID:182209387874619393,Por cuanto tiempo mas puede retrasarse la tasa transacciones financieras?  http://t.co/EoXPchdb,N,AGREEMENT,economía,train
6151,ID:182210085039247361,"""Es esclavo el hombre que necesita señor"". De Blas Infante. #25MRebélate",N,AGREEMENT,otros,train
6152,ID:182210597801304064,Las elecciones en. North Rhine-Westphalia pueden hacer sufrir a Merkel http://t.co/vKuS1bC9,N,AGREEMENT,política,train
6153,ID:182215251486445568,"Esperando que comience un nuevo #Mediatrix, el concurso de #ssanta12 de @giraldatv en #sevillahoy .Para cofrades y para los que no lo son",P,AGREEMENT,entretenimiento,train
6154,ID:182221211642769408,"La sentencia de Matas y Alemani es demoledora para la concepción de la  política del PP, y para la prensa y el periodismo de manipulación.",N,AGREEMENT,política,train
6155,ID:182225727398219777,Anda! Te pones un parche magnético en la piel y vibra cuando se recibe una llamada en el móvil. http://t.co/BDhLtz3B”  !! Que disparate!!,N,AGREEMENT,tecnología,train
6156,ID:182238132157153281,¿Cinco gramos de coca al día? El chófer de los ERE iba más puesto que Tony Montana  http://t.co/WlMZHyCL,N,AGREEMENT,economía,train
6158,ID:182240846329028608,Mi TL  lleno d comentarios sobre la entrevista de hoy a Pujol.Un puñado  se relame con el montaje de Quintanilla de mañana #pelíncabroncetes,N,AGREEMENT,política,train
6159,ID:182242375500959744,Dormirse con esta canción y con esta versión es... imposible. Que la disfrutéis http://t.co/tuj2alP7,P,AGREEMENT,música,train
6160,ID:182248108200165377,rt“@abcdesevilla: ÚLTIMA HORA: La Fiscalía pide prisión para el exchófer de Guerrero http://t.co/wIAq4Vff #ERE #Andalucía”,N,AGREEMENT,política,train
6161,ID:182264292123475969,Buenas noches! En unas horas la rueda de prensa de @A3NumeroUno ! Hasta mañana!;-),P,AGREEMENT,entretenimiento,train
6162,ID:182265060721303552,Me quedan 7 horas para dormir... Hasta mañana!!! Os quiero!!!,P,AGREEMENT,música,train
6163,ID:182321830374277120,Porfin ya puedes ver mi video completo d #mevoy con @espinozaoficial #brava q te parece?!!! http://t.co/qG9m0nKF,P,AGREEMENT,música,train
6164,ID:182350844891639808,"Montoro cree  q RTVE no tiene q competir con las privadas, por eso se puede descapitalizar.  Alguien le dirá que aquí si no compites mueres?",N,AGREEMENT,otros,train
6165,ID:182355821177483264,"Sesudos análisis en la prensa sobre Matas, político corrupto y corruptor de mayores. Pero apenas veo sobre periodistas 'sobrecogedores'",N,AGREEMENT,política,train
6166,ID:182362542625144832,"Andalucia: Prisión provisional, comunicada y sin fianza para el exchófer de Guerrero por la trama de los ERE - http://t.co/ViQkFboi",N,AGREEMENT,economía,train
6167,ID:182363544828903424,"Está lloviendo en Madrid, ¡hoy puede ser un gran día!",P,AGREEMENT,otros,train
6168,ID:182366204298670081,El Gobierno prepara los Presupuestos más duros y cuenta con CIU. Respuesta a la huelga general http://t.co/UtL2N77X,N,DISAGREEMENT,política,train
6170,ID:182369512342044672,El PP y el Foro utilizan Asturias para un  PULSO de familia. Luego contarán los heridos y pactarán el gobierno. Todo a costa de Asturias.,N,AGREEMENT,política,train
6171,ID:182370213159899136,"Cascos critica la supresión de los fondos mineros, cuando en el Congreso ha votado la investidura y los recortes de Rajoy. FALSEDAD.",N,AGREEMENT,política,train
6172,ID:182379196457299968,¿Van a blanquear esta memoria?  cid:E5ED79FF-7F23-413C-ABD3-FB75B1E524A1/matas%2520&amp;%2520cia.png,N,AGREEMENT,economía,train
6173,ID:182381895626137601,Espero que se capture al que ha sido el más sanguinario y cruel jefe de ETA http://t.co/5pat3v5Z,N,DISAGREEMENT,otros,train
6174,ID:182384839624896512,“@VaquerBoy: @David_Busta Recuerda que no eres un supermán. Sólo un hombre muy sencillo que la quiere enamorar”cabronazo! Jajaja,P,AGREEMENT,música,train
6175,ID:182385835507843073,"Romney gana ampliamente en Illinois. ""soy el único capaz derrotar a Obama""",P,AGREEMENT,política,train
6176,ID:182387668125089792,Y este domingo abandono la veintena... 30 Tacos!!! Pero no pasa nada... SOY FELIZ! Jajaja,P,DISAGREEMENT,música,train
6179,ID:182400095642337281,"Pío G. Escudero ""no entiendo q  un veto a los Presupuestos en el Senado se pueda levantar a la semana en el Congreso con mayoria simple""",N,DISAGREEMENT,política,train
6180,ID:182405640575123457,"Pío G. Escudero ""esta huelga gral parece una enmienda a la totalidad del resultado del 20N"" @LARAZON_es",N,AGREEMENT,política,train
6181,ID:182405711102357504,RT @Oshki: RT @UMusicMexico: @paurubio la más influyente en Twitter http://t.co/igdZBinE,P,AGREEMENT,música,train
6183,ID:182409352383168514,Hoy empieza la primavera! El equinoxio maya! Q bonito dia en chichenitza se ven las maravillas (cont) http://t.co/YDp1cOqb,P,AGREEMENT,otros,train
6184,ID:182409521858215938,Cansada de la familia Livela,N,AGREEMENT,otros,train
6185,ID:182413313622290432,"“@R_Frias: Semana del cine español en #Polonia http://t.co/YT1GDapo Esta tarde iremos a ver ""La chispa de la vida"" que guay, Polonia.",P,AGREEMENT,cine,train
6186,ID:182418993708138496,“@Juan_Pando_: Compro zapatos lluvia gore-tex Panama Jack (125 €) y suela resbala tanto q me acabo d meter un morrón en plena calle. Hahaha!,N,AGREEMENT,otros,train
6191,ID:182445896288583680,Reunido junto a  @nachoprendes con la Plataforma de apoyo al centro Niemeyer. http://t.co/ho0SjYqP,P,AGREEMENT,política,train
6192,ID:182448740987174912,Acabo de terminar la rueda de prensa! Ha sido genial. Ya echaba de menos a mi jurado! http://t.co/Q6R8MvXW,P,AGREEMENT,entretenimiento,train
6194,ID:182463767387455488,“@Lidia_Asturias: @david_busta **¡¡¡¡LO QUE OPINO REALMENTE DE (cont) http://t.co/ot0s6Sfl” GRACIAS DE CORAZON!!!,P,AGREEMENT,música,train
6197,ID:182486364388995072,Elorrio regula la tipología de las terrazas de los bares para «atraer al turismo» . El Correo http://t.co/QTnVS8vP vía @elcorreo_com,P,AGREEMENT,política,train
6201,ID:182501789118115841,Cuatro aseos públicos para todo Madrid Río. Marisa de Ybarra reclama más dotaciones en el recinto: http://t.co/24o9nvWv,N,DISAGREEMENT,otros,train
6202,ID:182503132029399041,El PP intento quitar el PER en 2002. Hay 500.000 trabajadores afectados. ¿Que les espera?¿El silencio d Guindos o la tijera d Montoro? #25M,N,AGREEMENT,política,train
6205,ID:182529499668287490,Y el que no tenga planes #AGaliciaEnSemanaSanta... porque es una maravilla y se come de lujo,P,AGREEMENT,otros,train
6208,ID:182540870770360320,"""@LikermiMinerva: @abasagoiti Me parece ridículo.... Estamos llegando a punto que ... Odio los extremi....."" Lo de ridículo es muy acertado.",N,AGREEMENT,política,train
6209,ID:182544836136673280,Ya sé que no les gustará. El Guadiana queda en manos de Castilla La Mancha. Y Monago calla.  http://t.co/KYljgdgW vía @GFVara,N,AGREEMENT,política,train
6210,ID:182546660155592704,"Defendemos los servicios públicos y el salario social, que creamos en Asturias,  frente a la crisis,",P,DISAGREEMENT,economía,train
6211,ID:182547056659939328,Asi es ;-)) RT @Luis_Verde: @Andreita_ae @mariviromero nunca me puse tan colorao!! Nos keremos!!,P,AGREEMENT,entretenimiento,train
6212,ID:182547732760768514,#videoyañez El PSOE denuncia el vídeo de la ministra sobre la reforma laboral. Estas ofensivas audiovisuales las ... http://t.co/wanY5onx,N,AGREEMENT,política,train
6213,ID:182548261297594369,A por las dos últimas semanas en Madrid con #yeswespainISDIFFERENT !!!;) -12 funciones!,P,AGREEMENT,otros,train
6214,ID:182552985346383872,"Hace 17 horas que la policía francesa mantiene cercado a Merah. Pase lo que pase, así se actua cuando se quiere capturar a alguien vivo.",P,DISAGREEMENT,otros,train
6215,ID:182571373850398721,Caramba con el papá de Ivan!! Chaves: 'La democracia peligra si el PP gana el 25M' http://t.co/OLTwArGt vía @elmundoes,N,DISAGREEMENT,política,train
6216,ID:182575008684576768,"Saludo especial a mis twitteros. Paula Vázquez: ""Tengo muy claro que no vamos a defraudar"" http://t.co/NIt4hFJI vía @antena3com",P,AGREEMENT,entretenimiento,train
6221,ID:182601442891280384,"Pedazo d arbitro, k arte para sacar amarillas y rojas. Si el truco es ese, k le den el titulo ya al barca y nos dedicamos a otra cosa",N,AGREEMENT,fútbol,train
6222,ID:182601813982322688,"Ahora bien dicho lo cual, pese a todo ganaremos la liga, con un arbitraje normalito k solo nos eche a uno, ganamos d calle en el nou camp",P,AGREEMENT,fútbol,train
6223,ID:182607915851591680,"Victoria del #Atleti y estreno de la ""Guía Catálogo de la Semana Santa"" de Gutiérrez Aragón en @giraldatv.La noche no ha estado mal.Clic.",P,AGREEMENT,entretenimiento,train
6224,ID:182614923535319040,"El Madrid, conspiraciones, neutralidad de la justicia, presiones mediáticas, periodistas como promotores de noticias... http://t.co/Euyr0BlM",N,AGREEMENT,política,train
6225,ID:182623398311116801,"Buenas noches twitteros,como me gusta el twitter y cuanto segundon y perdidos en la vida q hay,jajjajajajajajajajaa besos y amapolas.",P,DISAGREEMENT,fútbol,train
6228,ID:182734167187013632,Malas noticias para los autónomos y pymes. http://t.co/EFB1tmZB,N,AGREEMENT,política,train
6229,ID:182735296906002433,La gente está sobrecogidahttp://t.co/cGVyaibU,N,AGREEMENT,otros,train
6231,ID:182740886730448896,"Claro!! RT @Elvis_Santos_: Marta, Acción contra el hambre lanza hoy esta acción, nos ayudas a moverla? #hazqueseoiga http://t.co/nXPlmPoF",P,AGREEMENT,otros,train
6232,ID:182743531234922497,Según el relato de EP la única presión que se materializó fue regalarle a una de las rumanas una camiseta del Madrid. Pólvora en salvas.,N,AGREEMENT,fútbol,train
6235,ID:182746937815089152,RT @cruzrojamadrid: ¿Sabías que más de 780 millones de personas no tienen acceso a agua potable? #AguaJusta #DíaMundialdelAgua,N,AGREEMENT,otros,train
6236,ID:182761621586853888,"Los andaluces tenemos dcho a conocer otro gobierno, un gobierno de los mejores, el gobierno del cambio con @javierarenas_pp y el @ppandaluz",P,AGREEMENT,política,train
6237,ID:182762059958730753,Buenos días familia!!! Os deseo un feliz día!;-),P,AGREEMENT,música,train
6239,ID:182768192383488000,El fraude ERE hace un enorme daño a la imagen de Andalucía. No hay dcho q el reparto secreto del dinero público nos dañe a los andaluces.,N,AGREEMENT,economía,train
6241,ID:182775084916801536,#jueveslaico ya es trending topic. Gracias.,P,AGREEMENT,otros,train
6244,ID:182782608537681920,"Injusto Cendoya, ni es, ni vive en CLM Un columnista ataca duramente a Cospedal http://t.co/zXfjlLsG vía @eldigitalcastillalamancha",N,AGREEMENT,entretenimiento,train
6245,ID:182783232650125312,RT @Mari_Estopera:Yo me iba a ir a limpiar hasta que descubri el concurso de @Buenafuente y aqui me teneis pensando que poner en la camiseta,P,AGREEMENT,entretenimiento,train
6247,ID:182787877481086976,Os pedimos vuestra confianza para un proyecto ilusionante que revolucionará Andalucía y la convertirá en referencia en España y Europa.,P,AGREEMENT,política,train
6252,ID:182812480806993920,El terrorismo vinculado al fanatismo religioso vuelve a azotar l mundo.Hasta cuando vamos a seguir con el buenísimo y ls bandos interesados?,N,AGREEMENT,otros,train
6253,ID:182815264994369537,Inaugurado el #Mercadona del ABC de Serrano. El Barrio de Salamanca se proletariza.,P,AGREEMENT,otros,train
6254,ID:182816816257712128,Recomiendo a los alumnos de Comunicación de la @universidadcjc seguir #iredes van a aprender mucho ;),P,AGREEMENT,otros,train
6257,ID:182824516936929281,Reflexión del día: los hay consortes y los hay con suerte.,P,AGREEMENT,otros,train
6259,ID:182834891594022912,Mentiras y cintas de video. La Junta Electoral ordena retirar el video del Ministerio de Trabajo. Claro!!!!,N,AGREEMENT,política,train
6260,ID:182849843352440832,Antes del 20N el fichaje del  marido de Soraya por Telefónica habría sido inobjetable. Lo feo es que coincida con su llegada al poder.,N,AGREEMENT,política,train
6262,ID:182857342700883968,La universidad hoy debe abandonar la burbuja y participar en la conversación #iredes,N,AGREEMENT,otros,train
6265,ID:182901837706440705,"Irene Villa: """"El aborto no es un derecho de la mujer; es un martirio"". @TelediarioInter 20:30",N,AGREEMENT,otros,train
6266,ID:182902484417777664,"Cómo emprender en 60 minutos http://t.co/qWwT8x2C Lunes, a las 19 horas, en @CIBBVA @LaRedInnova",P,AGREEMENT,entretenimiento,train
6267,ID:182905236342575105,"Viendo intervenciones PSOEAsamblea, Mucho daño ha hecho la gran intervención de @luciafigar  #reformalaboral:  http://t.co/CBrk92FR #escuece",N,AGREEMENT,política,train
6274,ID:182936147926859776,"Sólo Grecia, Malta, Chipre y España no tienen leyes d transparencia en Europa. ZP la prometió y se quedó en promesa. Opacidad=Corrupción.",N,AGREEMENT,política,train
6275,ID:182940080892149760,;-)) seguimos ;-)) RT @victorggpp: @Martarinconpp @jotacarmona_es @mariviromero @MerceGonzalezM equipo irrepetible,P,AGREEMENT,entretenimiento,train
6276,ID:182943179266473984,Gracias a ti por regalarnos algo tan precioso ;-)) RT @jonatansantos: @mariviromero Gracias guapa!,P,AGREEMENT,entretenimiento,train
6277,ID:182952276384677889,Un político faltón y desabrido ha emplazado hoy a EM a que aporte pruebas de que la policía le está investigando. Pronto las tendrá.,N,AGREEMENT,política,train
6278,ID:182960155112124418,Telefónica contrata a marido d la Vicep. del Gobierno y a esposa del Sec. Gral. del PSOE en el Congreso. NEPOTISMO Y TRAFICO  INFLUENCIAS,N,AGREEMENT,política,train
6279,ID:182964154183856128,Ofreceremos un pacto por el empleo con sindicatos y autónomos a toda la sociedad.,P,AGREEMENT,política,train
6280,ID:182965214889787392,"Con @javierarenas_pp, los tiempos q vienen son de construcción, confianza, colaboración y corresponsabilidad para levantar nuestra tierra.",P,AGREEMENT,política,train
6281,ID:182965691194945536,"Éxito d l presidenta @mdcospedal, en solo 6 meses ha reducido la deuda de C-LM en 378millones de http://t.co/JBocVCmm",P,DISAGREEMENT,política,train
6283,ID:182966046628642817,"Con @javierarenas_pp ha llegado la hora del cambio y de las oportunidades, pq el futuro Gobierno del cambio está comprometido con Andalucía.",P,AGREEMENT,política,train
6284,ID:182971166632316928,Mi tercer #FF va dedicado a los interventores y apoderados q el próximo domingo realizarán una importantísima labor x el cambio en Andalucía,P,AGREEMENT,política,train
6285,ID:182980237888466945,Acto en Sevilla con calor y compromiso. Llegamos a Huelva para fin de campaña. #25MRebélate,P,AGREEMENT,política,train
6286,ID:182983895636119554,“@marilink: La foto del dia: @gallir pidiéndole autógrafo a @ristomejide http://t.co/GYKid3Vo” Menéame ahora...,P,AGREEMENT,otros,train
6288,ID:183063968833740800,Y con esta estrategia sorprendente me despido esta noche. :)))un abrazo ;) RT @Arghe06: (cont) http://t.co/vaKkZypq,P,AGREEMENT,música,train
6289,ID:183069731585142784,La ducha escocesa en q se mueve nuestra economía (optimismo/pesimismo) puede durar mucho tiempo. Momento d dudas y signos contradictorios.,N,AGREEMENT,economía,train
6292,ID:183090439606370304,"http://t.co/iBkRzDGNvideocapítulo del concierto de Veracruz, homenajeando a otro gran poeta mexicano, Agustín Lara.",P,AGREEMENT,música,train
6294,ID:183092997284560896,Un municipio de Guerrero confirma dos muertos por el terremoto de hace 2 días http://t.co/M5qP30uq,N,AGREEMENT,otros,train
6296,ID:183096113069432832,"Lo mejor es que me encuentro muy bien de la voz pese a todos los viajes y la promoción tan intensa que hemos tenido, estoy muy contento.",P,AGREEMENT,música,train
6298,ID:183099567158468608,Recomendable articulo de @juanlusanchez sobre la ley de transparencia http://t.co/a0CYTHPI,P,AGREEMENT,política,train
6299,ID:183105288482734080,Si los andaluces y andaluzas así lo quieren el 26-M habrá otra forma de gobernar en Andalucía q trabajará desde el minuto uno x esta tierra.,P,AGREEMENT,política,train
6300,ID:183106558933209088,Si conseguimos la holgada mayoría que necesita el CAMBIO trabajaremos desde el minuto uno para ganar la partida al PARO y a la CRISIS.,P,AGREEMENT,política,train
6301,ID:183116594858311681,Concentración !!! RT @Alfredo_Gaga: @Buenafuente Hola!! La clase de informática es un coñazo..  @MaRiia_McFly y @BrigidaBuendia,N,AGREEMENT,entretenimiento,train
6303,ID:183142221846036480,Este finde pasamos ya al horario de verano!!! siiii!,P,AGREEMENT,otros,train
6304,ID:183145288922435584,"Oreja pide a Rajoy que ""rompa"" con la ""secuela de la negociación"" con ETA http://t.co/RnfQo9Uy vía @libertaddigital",N,AGREEMENT,política,train
6306,ID:183167154642878464,Mi #ff a los seis legionarios que combatieron heroicamente el 7 de marzo http://t.co/9n6ymjwM,P,AGREEMENT,otros,train
6308,ID:183172173685456896,Feliz!! #yeswespain y #yeswespainISDIFFERENT han superado los 150.000 espectadores!! Gracias a todos!!,P,AGREEMENT,entretenimiento,train
6309,ID:183175686314397698,"Felipe pide ""sentido común"" a Rajoy por las reformas. Rajoy apela al sentido común para hacerlas. No perdamos el sentido. #25MRebélate",N,AGREEMENT,política,train
6310,ID:183179522223505409,Manipula el término transparencia para el ajuste y el castigo a la inversión y los servicios públicos. El gobierno interviene la política.,N,AGREEMENT,política,train
6312,ID:183186167141896192,@cayo_lara has pedido perfon por quitarle derecho a voto a los paraplejicos? Desafortunado simil cuanto menos,N,AGREEMENT,política,train
6316,ID:183223148014080000,Quien avisa no es traidor: Quedan sólo 10 funciones en madrid d #yeswespainISDIFFERENT y t lo vas a perderaa? Te espero!;),P,DISAGREEMENT,entretenimiento,train
6317,ID:183229661457813505,#FF RT @patriestevez: @maruhuevar @JoseMacill72 @GuillermoUtrera @anaroski @mariviromero @au_auxiliadora @MSacra todos a una #votaPP oleee,P,AGREEMENT,política,train
6318,ID:183234937644789760,En los últimos años he aprendido a leer la prensa salmón. No sé x q pienso q en sus páginas vendrá la primera señal de q la tormenta pasa.,P,AGREEMENT,entretenimiento,train
6321,ID:183241270225928192,"“@la_informacion: El hermano de Merah se declara ""muy orgulloso"" de los asesinatos de Toulouse http://t.co/6loFSDpq” @Suanzes",N,AGREEMENT,otros,train
6323,ID:183243902940217344,"Mañana publico en #larazóndelsábado artículo sobre el nuevo #ipad ""Nos toca morder"" ... @LARAZON_es",P,AGREEMENT,tecnología,train
6325,ID:183256142183534594,"Es inaudito lo de la profesora pidiendo 1 minuto d silencio x el terrorista francés. Dijo q fue ""víctima"" de Sarkozy. Normal q la despidan.",N,AGREEMENT,otros,train
6326,ID:183259547178250240,Y más...“@Dirigentes: Prénatal sella un acuerdo para cerrar 40 tiendas y despedir a 273 trabajadores http://t.co/HXoll72L #economia #ecofin”,N,AGREEMENT,economía,train
6329,ID:183269270606708736,Vamos a por #yeswespainISDIFFERENT !! Nos quedan solo 10 en Madrid!!,P,AGREEMENT,otros,train
6331,ID:183283789282279424,".@javierarenas_pp "" le vamos a ganar la partida a los mercaderes del miedo. El único miedo que he captado es el miedo a que todo siga igual""",P,DISAGREEMENT,política,train
6332,ID:183283902008410113,"Ofrecemos un gobierno decente, de soluciones y que apoye el talento, que es mucho y nos sobra en #Andalucía. #votaPP",P,AGREEMENT,política,train
6333,ID:183321209969192960,"Sin vosotros no soy nada. Con la fuerza del sur, ganaremos el futuro. Nadie nos va a poner de rodillas.",P,AGREEMENT,política,train
6334,ID:183321355205361664,"Si queremos, podemos! Depende de ti! Vamos a ganar las elecciones!",P,AGREEMENT,política,train
6335,ID:183325628517462016,"El soundcheck de hoy lo compartiré con la prensa de México DF, gracias por  vuestra compañía.",P,AGREEMENT,entretenimiento,train
6336,ID:183337128938323968,Mañana GIRONA!!!,P,AGREEMENT,música,train
6337,ID:183340527104700416,Cafe Berlin. Flipando con el concierto en directo. Ríete de Manhattan. http://t.co/4czNjIwf,P,AGREEMENT,cine,train
6338,ID:183474902341398528,Buen día amigos : ),P,AGREEMENT,otros,train
6339,ID:183487276502876160,;-) RT @MayteOtero: #sumatealcambiodehora RT @elmundo: Adelante esta noche su relojes: a las 02.00 serán las 03.00 http://t.co/WsIPql37,P,AGREEMENT,otros,train
6340,ID:183487739386273792,Hay que ir RT @mystra74: Carlos Aires transforma el CAC Málaga en una feria sobre el deseo y la barbarie http://t.co/3OY1g5yp / @cacmalaga,P,DISAGREEMENT,otros,train
6342,ID:183500701735985152,"+ 1.000 MT @manuelerice: @ajmencia Enhorabuena a todos por #iRedes. Magnífico resumen de @jlori. Redes y Twitter, mas importantes #storify",P,AGREEMENT,tecnología,train
6343,ID:183511691441602560,De verdad q una mujer-florero no es inteligente? Creo conviene recapacitar sobre vuestras definiciones :),N,DISAGREEMENT,otros,train
6345,ID:183520359729991680,"""Pacheco y el PSOE le chuparon la sangre a Jerez y aparecen ahora...: http://t.co/TohqiWEg vía @diariodejerez",N,AGREEMENT,política,train
6347,ID:183524474459664384,"Un cuento infantil de mi amiguete Juancho, si os gusta votar por el que es buena gentehttp://t.co/yq0UuWXf",P,AGREEMENT,literatura,train
6349,ID:183531951628619776,Que os parece que @Gllamazares pretenda usar sus privilegios de diputado para que a sus recomendados se les perdonen las multas?,N,AGREEMENT,política,train
6350,ID:183532844231045121,"Barcelona 20 grados, solecito... Que maravilla!!!",P,AGREEMENT,música,train
6351,ID:183578915497984000,Cantando Yolanda con @jesusmarana y @juanluiscano Tarde de arte http://t.co/NV8uocGp,P,AGREEMENT,música,train
6353,ID:183640917935267841,EE.UU. no pone un duro en España http://t.co/lfGvT8ZP,N,AGREEMENT,economía,train
6354,ID:183655709450313728,Impresionante el reportaje de @informesemanal ahora mismo sobre el seguimiento a etarras...,P,AGREEMENT,entretenimiento,train
6355,ID:183656509866123264,"Mil gracias ;-)) RT @monchomartinez1: @mariviromero @informesemanal Los mejores deseos para mañana, desde Valladolid",P,AGREEMENT,entretenimiento,train
6356,ID:183657768669032448,Hoy en Sopuerta(Bizkaa):Un edil de Bildu amenaza a sus vecinos por ir contra el proceso -http://t.co/qbrDGMWU vía @larazon_es,N,AGREEMENT,política,train
6357,ID:183658683400593409,"Ya en marcha la web especial de  @giraldatv para la #ssanta12. Emisión en directo, chat, noticias… http://t.co/EDAuBZll¡Disfrútala!",P,AGREEMENT,entretenimiento,train
6358,ID:183659393726943232,Lista para descargar en tu móvil o tableta la aplicación oficial de@giraldatv para la #ssanta12 Gratis!!TV de servicio pco para #sevillahoy,P,AGREEMENT,tecnología,train
6362,ID:183684394081464320,"Hoy sábado soñemos... ""The river of dreams"" de Billy Joel. Para ti. http://t.co/IvtmtYFj",P,AGREEMENT,música,train
6364,ID:183685580599726080,"“@evalovemusic1: @David_Busta madre de dios, se me hace raro unir bustamante 30 años jaja”YA SOMOS DOS!!! jajajaja",P,AGREEMENT,música,train
6365,ID:183695578767687680,GRACIAAAAAAAAAS!!!! OS AMOOOOOOOOOO!!!!,P,AGREEMENT,música,train
6367,ID:183813721913700352,"Los funcionarios d la Comisión Europea q nos visitan tanto estos días no es xq estemos vigilados sino q es algo ""rutinario"" no como antes:)",N,DISAGREEMENT,política,train
6368,ID:183831507402625026,Y @naranjoisabel votando ;-)) http://t.co/fFOaoaAy,P,AGREEMENT,otros,train
6369,ID:183838397570359297,ahora con @Ana_Torroja en Protagonistas fin de semana!!,P,AGREEMENT,música,train
6370,ID:183843930977218560,Lo único nuevo es una Delegada del Gobierno que castiga el derecho de manifestación y se burla de las iniciativas de los diputados.,N,AGREEMENT,política,train
6371,ID:183847151460294656,Buen domingo tengamos,P,AGREEMENT,otros,train
6373,ID:183869676760219648,“@maximhuerta: @David_Busta Treinta!? Bien vividos! Un abrazo fuerte estrella.”Muchas gracias querido!!!,P,AGREEMENT,música,train
6374,ID:183874303866048512,"tenemos 5 veces mas q California ""Nuestra economía no puede soportar el exceso de universidades"" http://t.co/oP4nk0xT",N,AGREEMENT,economía,train
6375,ID:183877492724084737,"Gran Pregón d #ssanta12 el de Ignacio P.Franco.En directo en @giraldatv,en nuestra web http://t.co/KAvZwnqh y x 1a vez en lenguaje de signos",P,AGREEMENT,entretenimiento,train
6376,ID:183880646693892096,"Para los grandes defensores de la España autonómica, una gran recomendación, ""La casta autonómica"" de Gabriel Cruz y @sanmima . Libro 10!",P,AGREEMENT,literatura,train
6378,ID:183891870492000256,@David_Busta Felicidades David! Me encanto tu ultimo videoclip! (cantando las 40 a unos plastas ;),P,AGREEMENT,música,train
6379,ID:183897797811126272,"“@Jandrohormig: @David_Busta Felicidades y disfruta de tu melena, otros no pudimos...”JAJAJAJA! por mucho tiempo! Gracias!!!",P,AGREEMENT,música,train
6381,ID:183904006760972289,"Quiero agradecer a todos los que me saludaron en la Disco en Alicante, al 52% de -eres un maquina!-al 34% de -nos hacemos unas pajillas-...",P,AGREEMENT,cine,train
6383,ID:183904645041754112,RT @Berto_Romero: Tomando un café con mi amiga Sandra / Coffee with my friend Sandra http://t.co/M9ApHKYz,P,AGREEMENT,entretenimiento,train
6384,ID:183909027774873601,La hecatombe,N,AGREEMENT,otros,train
6385,ID:183912572796416001,Durante 4 años en España: Inyección de 110.000 millones de euros a la banca http://t.co/UKD3jVMQ,N,AGREEMENT,política,train
6386,ID:183922997621567490,"Me ha dolido la muerte de Tabucchi como si le conociera. Bueno, leer a algunos escritores es como conocerles...",N,AGREEMENT,literatura,train
